,,position,team,matches,wins,draws,loses,scored,missed,pts,xG,xG_diff,npxG,xGA,xGA_diff,npxGA,npxGD,ppda_coef,oppda_coef,deep,deep_allowed,xpts,xpts_diff
Ligue_1,2016,15,Montpellier,38,10,9,19,48,66,39,44.19918600000001,-3.8008139999999884,41.918891,52.025671,-13.974328999999997,46.70502,-4.786128999999999,13.299070117134193,10.280862320591506,187,161,47.0302,8.0302
Ligue_1,2016,16,Caen,38,10,7,21,36,65,37,45.2790033,9.2790033,40.7184273,56.465537,-8.534463000000002,50.384768999999984,-9.666341700000002,12.01600490256665,9.448125821239202,122,213,45.49230000000001,8.492300000000007
Ligue_1,2016,17,Dijon,38,8,13,17,46,58,37,38.590343999999995,-7.409656000000005,34.790013,62.66109299999999,4.661092999999987,53.54000400000001,-18.749991,11.73466479257127,10.019324146458676,166,222,36.72990000000001,-0.27009999999999224
Ligue_1,2016,18,Lorient,38,10,6,22,44,70,36,44.456239999999994,0.456239999999994,39.793403,51.87709700000003,-18.122902999999972,47.31654200000002,-7.523139000000001,12.98556690502335,13.274237776039842,172,179,46.8111,10.811100000000003
Ligue_1,2016,19,Nancy,38,9,8,21,29,52,35,32.5770453,3.5770453000000018,30.296765299999997,54.448139,2.4481389999999976,48.367399000000006,-18.070633699999995,11.106156054391311,9.643043728601324,121,208,39.44689999999999,4.446899999999992
Ligue_1,2016,20,SC Bastia,38,8,10,20,29,57,34,32.2656326,3.2656326000000035,31.505542600000002,61.006695699999995,4.0066956999999945,54.9259357,-23.420393099999995,14.485635489626334,7.061571919073051,100,195,35.517599999999995,1.5175999999999945
Ligue_1,2017,1,Paris Saint Germain,38,29,6,3,108,29,93,89.92429600000003,-18.075703999999973,83.08341900000002,32.096710699999996,3.0967106999999956,28.296218700000008,54.78720029999999,8.232706922297405,17.294540802228283,478,118,84.6069,-8.393100000000004
Ligue_1,2017,2,Monaco,38,24,8,6,85,45,80,62.411927,-22.588073,56.194999,45.271219299999984,0.2712192999999843,41.47073829999999,14.7242607,8.29136459804585,11.636969214719306,214,170,65.1451,-14.8549
Ligue_1,2017,3,Lyon,38,23,9,6,87,43,78,65.268696,-21.731303999999994,59.94802700000001,37.091300999999994,-5.908699000000006,30.874380999999996,29.073646000000007,9.49164943655245,12.377064853042114,222,139,70.0355,-7.964500000000001
Ligue_1,2017,4,Marseille,38,22,11,5,80,47,77,82.19777900000001,2.1977790000000113,76.11769299999999,41.169419999999995,-5.830580000000005,36.609049999999996,39.508643000000006,7.573049655475748,13.14399884428156,243,134,77.22269999999999,0.22269999999998902
Ligue_1,2017,5,Rennes,38,16,10,12,50,44,58,46.970089999999985,-3.029910000000015,40.88938899999999,49.14335199999999,5.143351999999993,43.062917999999996,-2.173528999999999,10.167159122124005,12.02950164903019,135,173,52.96560000000001,-5.034399999999991
Ligue_1,2017,6,Bordeaux,38,16,7,15,53,48,55,52.55717400000001,-0.4428259999999895,47.914131000000005,41.377483000000005,-6.622516999999995,35.29686099999999,12.617270000000003,10.443755002074008,10.602964825743138,186,153,58.9994,3.9994000000000014
Ligue_1,2017,7,Saint-Etienne,38,15,10,13,47,50,55,51.03485899999999,4.03485899999999,42.67405999999999,53.263987,3.263987,47.943324,-5.269264,11.299398993641827,11.835020333807067,198,181,51.584,-3.415999999999997
Ligue_1,2017,8,Nice,38,15,9,14,53,52,54,47.357764999999986,-5.642235000000014,39.631467999999984,45.898210000000006,-6.101789999999994,42.097802,-2.466333999999999,12.432128329504781,14.886840294790192,177,176,53.8804,-0.11959999999999837
Ligue_1,2017,9,Nantes,38,14,10,14,36,41,52,39.80020199999999,3.8002019999999916,35.99984999999999,36.259069999999994,-4.740930000000006,33.218681,2.7811689999999993,12.404868582457869,9.689028914696122,176,226,55.95160000000001,3.9516000000000133
Ligue_1,2017,10,Montpellier,38,11,18,9,36,33,51,39.808785000000015,3.8087850000000145,38.28865800000001,37.928823,4.928823000000001,33.368520000000004,4.920137999999999,13.286092688485928,9.96292239491983,152,169,52.93799999999999,1.9379999999999882
Ligue_1,2017,11,Dijon,38,13,9,16,55,73,48,40.025419,-14.974581,36.22494100000001,62.948364999999995,-10.051635000000005,52.27867199999999,-16.053730999999996,11.807690796456871,10.082166647352349,215,194,38.61279999999999,-9.387200000000007
Ligue_1,2017,12,Guingamp,38,12,11,15,48,59,47,41.858951700000006,-6.141048299999994,36.53848369999999,50.512594,-8.487406,45.109461,-8.570977300000001,11.161191194581807,11.43275335148682,173,223,45.97120000000001,-1.0287999999999897
Ligue_1,2017,13,Amiens,38,12,9,17,37,42,45,31.465540500000007,-5.534459499999993,28.425157500000008,51.698389999999996,9.698389999999996,48.65800500000001,-20.2328475,11.819090886948405,7.922172725886375,115,276,38.9401,-6.059899999999999
Ligue_1,2017,14,Angers,38,9,14,15,42,52,41,46.153113999999995,4.153113999999995,43.11272099999999,45.19339869999999,-6.806601300000011,39.8727897,3.2399313000000003,14.410969153833287,9.891883871137544,184,168,52.38930000000001,11.389300000000013
Ligue_1,2017,15,Lille,38,10,8,20,41,67,38,36.128315,-4.871684999999999,34.608121,59.365085,-7.6349149999999995,54.044405,-19.436283999999993,10.450617402258336,11.026827870844336,163,216,35.2558,-2.7441999999999993
Ligue_1,2017,16,Caen,38,10,8,20,27,52,38,41.174308,14.174308000000003,35.093538,47.825896799999995,-4.174103200000005,44.025407799999996,-8.931869800000001,10.12137132589942,9.071026317106835,121,195,48.043400000000005,10.043400000000005
Ligue_1,2017,17,Strasbourg,38,9,11,18,44,67,38,43.272438,-0.7275619999999989,37.951769000000006,58.329383,-8.670617,53.008801999999996,-15.057033000000002,10.13470580658331,9.76982246762356,164,192,43.7576,5.7575999999999965
Ligue_1,2017,18,Toulouse,38,9,10,19,38,54,37,43.294816000000004,5.294816000000004,34.905165000000004,54.4548334,0.4548333999999983,49.8942534,-14.989088399999996,9.999341506165978,9.056549184305608,144,200,47.20270000000001,10.202700000000007
Ligue_1,2017,19,Troyes,38,9,6,23,32,59,33,37.12850040000001,5.128500400000007,34.84821540000001,52.471608,-6.528391999999997,48.671138,-13.822922600000002,15.448843643329036,9.599934986420287,157,210,43.54580000000001,10.545800000000007
Ligue_1,2017,20,Metz,38,6,8,24,34,76,26,36.40051329999999,2.400513299999993,33.3601473,71.93435900000003,-4.065640999999971,68.00852500000002,-34.6483777,12.800795195488814,10.464800692783632,158,262,31.47950000000001,5.479500000000009
Ligue_1,2018,1,Paris Saint Germain,38,29,4,5,105,35,91,95.34405999999998,-9.655940000000015,86.22307699999999,36.7824048,1.782404800000002,32.077711799999996,54.145365199999986,7.785468251157264,18.94767199602274,459,132,86.0429,-4.957099999999997
Ligue_1,2018,2,Lille,38,22,9,7,68,33,75,60.00665599999999,-7.9933440000000076,50.026531,39.84752999999999,6.847529999999992,32.246634,17.779897,11.975529779779041,11.29012705073049,196,162,67.0171,-7.982900000000001
Ligue_1,2018,3,Lyon,38,21,9,8,70,47,72,72.714092,2.7140919999999937,65.11332399999999,44.705811200000014,-2.2941887999999864,40.90534220000001,24.207981800000002,8.60487065362764,14.678871439280835,264,152,69.48670000000001,-2.5132999999999868
Ligue_1,2018,4,Saint-Etienne,38,19,9,10,59,41,66,57.84906499999999,-1.1509350000000111,54.04858699999998,48.8085806,7.808580599999999,41.967804599999994,12.0807824,10.320699571123228,12.210006657558973,197,185,58.374599999999994,-7.625400000000006
Ligue_1,2018,5,Marseille,38,18,7,13,60,52,61,52.080527,-7.9194730000000035,48.28019299999999,44.589918000000004,-7.410081999999996,35.42076599999999,12.859426999999998,8.868161890871738,14.009418276039831,181,140,55.92750000000001,-5.072499999999991
Ligue_1,2018,6,Montpellier,38,15,14,9,53,42,59,46.62067699999999,-6.3793230000000065,44.34052499999999,41.25642200000001,-0.7435779999999923,37.33444700000001,7.006078,12.061848366779282,11.297010832104363,192,178,56.0964,-2.9035999999999973
Ligue_1,2018,7,Nice,38,15,11,12,30,35,56,43.449513,13.449513000000003,36.51428299999999,49.732516000000004,14.732516000000004,45.172000999999995,-8.657717999999997,11.599403481410203,13.548910063787948,135,216,48.158400000000015,-7.8415999999999855
Ligue_1,2018,8,Reims,38,13,16,9,39,42,55,37.119521,-1.8804790000000011,35.599329999999995,42.28275399999999,0.28275399999998996,36.9621624,-1.3628323999999987,13.31111179063453,9.108998729633841,165,176,48.21990000000001,-6.78009999999999
Ligue_1,2018,9,Nimes,38,15,8,15,57,58,53,48.504984,-8.495016,43.944745,55.471937,-2.528063000000003,51.671589999999995,-7.726844999999999,11.315547086499024,8.810480376444099,151,189,49.8976,-3.102400000000003
Ligue_1,2018,10,Rennes,38,13,13,12,55,52,52,56.05117000000001,1.0511700000000133,48.30463700000002,46.194150000000015,-5.805849999999985,42.31018400000001,5.994452999999999,10.898668890260586,11.897952019372413,187,207,59.932300000000026,7.932300000000026
Ligue_1,2018,11,Strasbourg,38,11,16,11,58,48,49,40.588739999999994,-17.411260000000006,35.219886,48.5063415,0.5063414999999978,41.5713025,-6.351416499999999,12.704171596230069,13.227018232715855,156,182,46.480699999999985,-2.5193000000000154
Ligue_1,2018,12,Nantes,38,13,9,16,48,48,48,48.038438,0.038437999999999306,41.957929,47.296807,-0.7031929999999988,41.070258,0.8876709999999994,10.274389822448562,10.192764525093576,166,182,54.6208,6.620800000000003
Ligue_1,2018,13,Angers,38,10,16,12,44,49,46,47.496038,3.4960379999999986,39.750887,46.30528199999999,-2.694718000000009,42.405612,-2.6547250000000004,16.96153690455383,10.155006730004555,189,204,53.2052,7.205199999999998
Ligue_1,2018,14,Bordeaux,38,10,11,17,34,42,41,37.266378499999995,3.2663784999999947,32.681127499999995,52.186512,10.186512,46.86591200000001,-14.184784499999997,11.047981161545449,10.625571141056172,159,188,41.366899999999994,0.366899999999994
Ligue_1,2018,15,Toulouse,38,8,14,16,35,57,38,42.727796000000005,7.727796000000005,34.366949000000005,56.420711000000004,-0.5792889999999957,51.86040499999999,-17.493456,12.262682312033183,9.976165159733805,174,209,43.9835,5.983499999999999
Ligue_1,2018,16,Amiens,38,9,11,18,31,52,38,34.630686000000004,3.6306860000000043,32.350410000000004,46.755320999999995,-5.244679000000005,39.914539999999995,-7.564129999999997,11.070733603426769,9.500525852298312,146,213,42.3446,4.3446
Ligue_1,2018,17,Monaco,38,8,12,18,38,57,36,46.49481819999998,8.494818199999983,42.69446719999999,48.76286300000001,-8.23713699999999,42.657608,0.036859200000001424,11.131900537625484,11.255752799968711,184,169,51.266800000000025,15.266800000000025
Ligue_1,2018,18,Dijon,38,9,7,22,31,60,34,36.130931999999994,5.130931999999994,32.9690394,57.61286199999999,-2.3871380000000073,55.332705,-22.363665599999997,11.056032923739139,10.94207669315166,199,214,37.4682,3.468200000000003
Ligue_1,2018,19,Caen,38,7,12,19,29,54,33,26.972097299999998,-2.027902700000002,23.9318553,61.086346,7.086345999999999,55.00584199999999,-31.073986699999995,12.718814711010808,9.058018483121312,98,224,30.23909999999999,-2.76090000000001
Ligue_1,2018,20,Guingamp,38,5,12,21,28,68,27,39.455036799999995,11.455036799999995,34.8108968,54.9361567,-13.063843300000002,50.37585169999999,-15.5649549,13.766611057392325,9.00381733402865,151,227,44.119299999999996,17.119299999999996
RFPL,2014,1,Zenit St. Petersburg,30,20,7,3,58,17,67,50.51790999999998,-7.482090000000021,46.746532999999985,16.838673800000002,-0.16132619999999775,16.084398800000002,30.662134200000004,7.55119603619193,11.63175450575753,228,87,63.84480000000001,-3.1551999999999865
RFPL,2014,2,CSKA Moscow,30,19,3,8,67,27,60,51.02203900000001,-15.977960999999993,44.233554000000005,28.801403999999994,1.8014039999999945,26.538576599999992,17.694977400000003,8.137092566384736,15.635261483430561,324,106,54.564400000000006,-5.435599999999994
RFPL,2014,3,FC Krasnodar,30,17,9,4,52,27,60,43.73149800000001,-8.268501999999991,37.697289999999995,28.49260799999999,1.49260799999999,25.47550699999999,12.221783000000004,7.180435673342861,9.94558649098667,224,131,51.0937,-8.906300000000002
RFPL,2014,4,Dinamo Moscow,30,14,8,8,53,36,50,44.779137999999996,-8.220862000000004,41.007759,38.761823,2.7618229999999997,35.744718999999996,5.263040000000002,6.543688100682474,10.1203630051183,205,172,43.8898,-6.110199999999999
RFPL,2014,5,Rubin Kazan,30,13,9,8,39,33,48,42.703969999999984,3.703969999999984,38.788627999999996,25.433678999999998,-7.566321000000002,22.416584999999998,16.372043,8.259731213684839,7.766251183942503,191,146,53.1648,5.1648
RFPL,2014,6,Spartak Moscow,30,12,8,10,42,42,44,40.913455,-1.086545000000001,39.404906999999994,33.09729699999999,-8.90270300000001,30.834471999999995,8.570435000000002,7.250121916557505,11.544333284520992,188,154,47.743900000000004,3.7439000000000036
RFPL,2014,7,Lokomotiv Moscow,30,11,10,9,31,25,43,33.289538,2.2895380000000003,28.00960899999999,28.673942999999998,3.6739429999999977,24.148302,3.8613070000000014,8.916246422226722,8.334246282098489,150,155,43.5557,0.5557000000000016
RFPL,2014,8,Mordovya,30,11,5,14,22,43,38,24.068331099999995,2.0683310999999946,21.051230099999998,44.489191999999996,1.4891919999999956,40.717811,-19.666580899999996,12.542849533645636,7.144179478777967,76,220,28.44779999999999,-9.55220000000001
RFPL,2014,9,FK Akhmat,30,10,7,13,30,30,37,26.664085999999998,-3.3359140000000025,26.664085999999998,27.650280999999993,-2.3497190000000074,23.878884999999997,2.785201,8.580201839681314,9.968816603912737,167,119,39.007999999999996,2.0079999999999956
RFPL,2014,10,Kuban Krasnodar,30,8,12,10,32,36,36,35.15779299999999,3.157792999999991,32.894982999999996,31.7529088,-4.2470912,28.735807799999993,4.159175199999997,7.873788521567553,8.732695520739705,181,135,43.93749999999999,7.937499999999993
RFPL,2014,11,Amkar,30,8,8,14,25,42,32,25.502903,0.5029029999999999,23.994352,34.152591,-7.847408999999999,31.135494,-7.141142,12.475771728866214,7.703175327235096,112,171,33.57889999999999,1.5788999999999902
RFPL,2014,12,FC Ufa,30,7,10,13,26,39,31,22.503212299999998,-3.4967877000000023,20.994659299999995,43.27294499999999,4.272944999999993,41.010125,-20.0154657,10.667427076414763,5.667194815321946,97,221,26.505200000000002,-4.494799999999998
RFPL,2014,13,Ural,30,9,3,18,31,44,30,30.3572073,-0.6427927000000011,28.0943873,44.26907700000001,0.26907700000001,38.84518100000001,-10.7507937,10.264879879137997,7.425649091042341,90,234,31.8017,1.8017000000000003
RFPL,2014,14,FC Rostov,30,7,8,15,27,51,29,29.364999999999995,2.364999999999995,24.839340599999993,41.47785910000001,-9.52214089999999,37.7064991,-12.8671585,10.041722934389727,7.2265841360166405,132,160,36.3876,7.387599999999999
RFPL,2014,15,Torpedo Moscow,30,6,11,13,28,45,29,29.21238300000001,1.2123830000000098,26.195291000000005,41.81640300000001,-3.183596999999992,35.78219000000001,-9.586899000000006,8.287133586503838,7.588265714980074,111,214,32.966300000000004,3.966300000000004
RFPL,2014,16,Arsenal Tula,30,7,4,19,20,46,25,26.92597,6.9259699999999995,24.663143,47.73374899999999,1.7337489999999889,46.22519899999999,-21.562056000000005,9.863768151866987,8.001698257263543,131,182,26.644,1.6439999999999984
RFPL,2015,1,CSKA Moscow,30,20,5,5,51,25,65,49.466550999999995,-1.5334490000000045,44.940906999999996,25.26395138,0.26395138000000173,21.492576380000003,23.44833062,7.613234602759775,14.89025097675959,332,111,58.346500000000006,-6.653499999999994
RFPL,2015,2,FC Rostov,30,19,6,5,41,20,63,37.228557,-3.771442999999998,34.965738,27.333496799999992,7.333496799999992,25.07066979999999,9.8950682,10.531237501524066,9.668260054875764,159,152,47.2366,-15.763399999999997
RFPL,2015,3,Zenit St. Petersburg,30,17,8,5,61,32,59,57.29466999999999,-3.7053300000000107,48.243359999999996,24.268732999999994,-7.731267000000006,22.760183999999995,25.483175999999997,7.469059776996428,13.122559307483668,232,98,63.500699999999995,4.500699999999995
RFPL,2015,4,FC Krasnodar,30,16,8,6,54,25,56,41.822727,-12.177273,39.559887,26.457126,1.4571259999999988,24.948574999999998,14.611312000000002,7.865745392428681,12.691138983649978,257,147,51.91389999999999,-4.086100000000009
RFPL,2015,5,Spartak Moscow,30,15,5,10,48,39,50,47.194444999999995,-0.8055550000000054,43.423044999999995,35.90379900000001,-3.0962009999999935,35.149529,8.273515999999999,7.369145101083792,11.178922143459891,235,177,49.968900000000005,-0.03109999999999502
RFPL,2015,6,Lokomotiv Moscow,30,14,8,8,43,33,50,39.438216,-3.561784000000003,36.42112,27.063265999999995,-5.936734000000005,23.291897999999996,13.129222,9.217140083462265,10.235976448851027,184,156,48.99860000000001,-1.0013999999999896
RFPL,2015,7,FK Akhmat,30,11,11,8,35,30,44,30.402645999999997,-4.597354000000003,28.139816000000003,30.914519999999992,0.9145199999999925,29.405970999999994,-1.2661550000000001,8.823551667936941,10.463711198668246,194,144,40.04260000000001,-3.9573999999999927
RFPL,2015,8,Ural,30,10,9,11,39,46,39,30.822272999999996,-8.177727000000004,28.559447999999996,38.234635999999995,-7.765364000000005,36.726086,-8.166638000000003,11.249414336715633,8.937968146762257,121,221,37.16409999999999,-1.8359000000000094
RFPL,2015,9,Krylya Sovetov Samara,30,9,8,13,19,31,35,27.598243,8.598243,26.089698,34.928397,3.928396999999997,30.402753999999995,-4.313056000000001,12.153689973807724,8.87148471939268,132,216,35.9602,0.9602000000000004
RFPL,2015,10,Rubin Kazan,30,9,6,15,33,39,33,36.84584799999999,3.8458479999999895,33.074483,47.250958,8.250957999999997,42.725302000000006,-9.650818999999998,9.059525226963045,9.735551034574078,186,255,35.561699999999995,2.5616999999999948
RFPL,2015,11,Amkar,30,7,10,13,22,33,31,23.675204999999995,1.6752049999999947,22.166664,36.91793499999999,3.917934999999993,30.883730000000003,-8.717065999999999,9.68217178951249,7.093234019353937,121,201,30.838999999999995,-0.16100000000000492
RFPL,2015,12,FC Ufa,30,6,9,15,25,44,27,21.409179000000005,-3.5908209999999947,19.900639000000005,43.960418,-0.03958200000000289,37.171923,-17.271284,12.315360863580219,5.661045715383595,82,234,25.071499999999997,-1.9285000000000032
RFPL,2015,13,Anzhi Makhachkala,30,6,8,16,28,50,26,28.751148999999998,0.7511489999999981,26.488318999999997,37.590900999999995,-12.409099000000005,36.082348,-9.594029,9.692900722538758,6.69735359910114,138,173,34.21770000000001,8.217700000000008
RFPL,2015,14,Kuban Krasnodar,30,5,11,14,34,44,26,29.299029179999998,-4.700970820000002,25.52764518,50.077473999999995,6.077473999999995,45.551818,-20.02417282,9.761983106867941,6.799640110388889,136,215,26.719799999999996,0.7197999999999958
RFPL,2015,15,Dinamo Moscow,30,5,10,15,25,47,25,29.649183000000008,4.649183000000008,24.36927000000001,37.060449999999996,-9.939550000000004,32.53480599999999,-8.165536,8.93064832747657,9.124495521791074,164,173,35.1961,10.196100000000001
RFPL,2015,16,Mordovya,30,4,12,14,30,50,24,31.218292999999996,1.2182929999999956,27.446921,38.890153,-11.109847000000002,35.11879,-7.671869000000001,10.950890294560452,7.514106787718965,191,191,35.488599999999984,11.488599999999984
RFPL,2016,1,Spartak Moscow,30,22,3,5,46,27,69,35.675737000000005,-10.324262999999995,34.16719700000001,30.3129325,3.3129324999999987,25.0330055,9.134191500000002,7.769803301725441,11.072850443433243,196,134,45.0015,-23.9985
RFPL,2016,2,CSKA Moscow,30,18,8,4,47,15,62,37.06557600000001,-9.934423999999993,34.04847300000001,19.619784999999997,4.619784999999997,18.111234,15.937239000000003,9.250209196744313,17.613834690954118,288,98,54.3233,-7.676699999999997
RFPL,2016,3,Zenit St. Petersburg,30,18,7,5,50,19,61,45.118986000000014,-4.881013999999986,39.084784000000006,21.840285999999995,2.8402859999999954,21.086009999999998,17.998774000000004,8.52782211292162,14.528712972666458,269,131,57.727199999999996,-3.2728000000000037
RFPL,2016,4,FC Krasnodar,30,12,13,5,40,22,49,31.326172999999997,-8.673827000000003,27.449191,21.455822499999996,-0.5441775000000035,19.9472705,7.501920499999999,6.820412033891149,13.696511791863344,256,141,47.97059999999999,-1.0294000000000096
RFPL,2016,5,FC Rostov,30,13,9,8,36,18,48,25.206871999999997,-10.793128000000003,25.206871999999997,21.022239299999995,3.0222392999999954,19.513688299999995,5.6931837,10.276218891753356,10.443651034124404,162,141,42.95869999999999,-5.041300000000007
RFPL,2016,6,FK Akhmat,30,14,6,10,38,35,48,30.325030599999998,-7.674969400000002,27.308013600000002,24.070961099999998,-10.929038900000002,19.439716100000002,7.868297500000001,11.894218577982697,10.38024891378063,142,138,45.247900000000016,-2.7520999999999844
RFPL,2016,7,FC Ufa,30,12,7,11,22,25,43,22.849759499999998,0.8497594999999976,18.9491845,26.380037,1.3800370000000015,22.608675,-3.659490499999999,11.682072442200232,9.218136481630275,134,177,37.6608,-5.339199999999998
RFPL,2016,8,Lokomotiv Moscow,30,10,12,8,39,27,42,34.209398,-4.790602,26.666642000000007,20.305827800000003,-6.694172199999997,18.797273800000006,7.869368199999999,10.239566458971327,11.500509609375355,227,131,49.6995,7.6995000000000005
RFPL,2016,9,Rubin Kazan,30,10,8,12,30,34,38,31.600185,1.6001849999999997,27.816659999999995,32.359671000000006,-1.6403289999999942,29.342641,-1.525981,9.70427677253888,8.855217704451531,126,191,39.49669999999999,1.49669999999999
RFPL,2016,10,Amkar,30,8,11,11,25,29,35,19.970619799999998,-5.029380200000002,16.935057800000003,22.952559999999995,-6.047440000000005,20.689729999999997,-3.754672200000001,11.672538301271953,10.3495586941805,132,170,36.783699999999996,1.783699999999996
RFPL,2016,11,Anzhi Makhachkala,30,7,9,14,24,38,30,24.364711,0.3647109999999998,19.084784,32.414381000000006,-5.585618999999994,28.612409,-9.527624999999997,10.037636906282035,7.459479557978622,142,161,33.1809,3.180900000000001
RFPL,2016,12,Ural,30,8,6,16,24,44,30,19.2685798,-4.731420199999999,17.760034800000003,37.064935,-6.935065000000002,34.802111999999994,-17.042077200000005,15.349002547374191,10.613188502434776,135,208,26.795399999999997,-3.204600000000003
RFPL,2016,13,FC Orenburg,30,7,9,14,25,36,30,24.611546999999998,-0.38845300000000194,22.348723,26.182377900000006,-9.817622099999994,21.527537900000002,0.8211851000000006,12.028511620176083,7.652783652847257,136,177,38.508100000000006,8.508100000000006
RFPL,2016,14,Krylya Sovetov Samara,30,6,10,14,31,39,28,34.038083,3.0380830000000003,31.020998,32.90443499999999,-6.095565000000008,27.624519999999997,3.396478000000001,12.03676060927275,11.729503403831576,161,219,40.2704,12.270400000000002
RFPL,2016,15,Arsenal Tula,30,7,7,16,18,40,28,21.145387000000003,3.145387000000003,17.374023,35.448741,-4.551259000000002,30.168808,-12.794785,12.413004178135745,8.647934111039659,125,215,31.160800000000002,3.160800000000002
RFPL,2016,16,Tom Tomsk,30,3,5,22,17,64,14,15.064491400000001,-1.9355085999999986,13.555937399999996,47.506144,-16.493856,41.47194399999999,-27.916006600000003,10.373192028459526,6.313124415109542,90,289,18.5162,4.516200000000001
RFPL,2017,1,Lokomotiv Moscow,30,18,6,6,41,21,60,36.41685199999999,-4.583148000000008,32.64545199999999,23.289256,2.2892560000000017,21.026428000000003,11.619024,9.19025056915973,11.44689278951308,265,174,50.786900000000024,-9.213099999999976
RFPL,2017,2,CSKA Moscow,30,17,7,6,49,23,58,45.707394,-3.2926059999999993,40.427465000000005,26.553496500000005,3.553496500000005,25.799216500000004,14.6282485,8.39239590426995,17.543143498963673,359,142,53.6637,-4.336300000000001
RFPL,2017,3,Spartak Moscow,30,16,8,6,51,32,56,49.107716999999994,-1.8922830000000062,45.336337,26.1633661,-5.836633899999999,23.900539100000003,21.4357979,8.894819980936415,11.95224771619719,263,151,57.222899999999996,1.2228999999999957
RFPL,2017,4,FC Krasnodar,30,16,6,8,46,30,54,38.793385,-7.206614999999999,35.022007,29.783917,-0.21608300000000114,26.766818,8.255189,8.48113692761359,15.525087984742008,281,174,47.031299999999995,-6.9687000000000054
RFPL,2017,5,Zenit St. Petersburg,30,14,11,5,46,21,53,45.941728,-0.05827200000000232,43.678900999999996,19.802434,-1.1975659999999984,19.048154,24.630747000000003,8.712746268518604,14.142873460016087,227,135,57.36580000000001,4.365800000000007
RFPL,2017,6,FC Ufa,30,11,10,9,34,30,43,28.237296999999998,-5.762703000000002,28.237296999999998,35.25943900000001,5.2594390000000075,30.733782,-2.496485000000001,11.06745782702264,11.249783306147963,126,211,35.2667,-7.7333
RFPL,2017,7,Arsenal Tula,30,12,6,12,35,41,42,32.605242,-2.394758000000003,30.206836,37.600148999999995,-3.3998510000000053,33.82877599999999,-3.6219400000000004,12.510346263625626,11.843870428688136,144,190,37.87869999999999,-4.121300000000012
RFPL,2017,8,Dinamo Moscow,30,10,10,10,29,30,40,31.3015433,2.3015432999999987,26.7759233,30.308101999999998,0.3081019999999981,27.290996999999997,-0.5150737000000003,11.692101321450831,8.876289863623983,151,196,41.407399999999996,1.4073999999999955
RFPL,2017,9,FK Akhmat,30,10,9,11,30,34,39,31.419150000000002,1.419150000000002,28.402039,30.280425,-3.719574999999999,29.526145,-1.1241059999999994,12.224197337143853,8.415477740870212,172,186,43.31230000000001,4.312300000000008
RFPL,2017,10,Rubin Kazan,30,9,11,10,32,25,38,28.246540999999997,-3.753459000000003,26.737993999999997,24.739504099999994,-0.2604959000000058,22.476674099999997,4.2613199,9.474451339451019,14.64560957023314,188,129,42.131299999999996,4.131299999999996
RFPL,2017,11,FC Rostov,30,9,10,11,27,28,37,27.197736999999993,0.19773699999999295,21.159916999999997,27.763105,-0.23689500000000052,25.500288,-4.340370999999999,11.220381762825069,11.367620901977421,169,175,40.8673,3.8673
RFPL,2017,12,Ural,30,8,13,9,31,32,37,27.925562000000006,-3.0744379999999936,22.645634000000005,36.227627999999996,4.227627999999996,32.45624699999999,-9.810612999999998,10.989995994542713,8.548170160283822,123,219,34.3124,-2.6876000000000033
RFPL,2017,13,Amkar,30,9,8,13,20,30,35,24.361558000000002,4.361558000000002,20.590191000000004,32.432396,2.432395999999997,27.767551999999995,-7.177361000000001,15.913474383846147,9.699853004645304,153,198,33.5743,-1.425699999999999
RFPL,2017,14,Anzhi Makhachkala,30,6,6,18,31,55,24,26.507013800000003,-4.492986199999997,25.7527398,39.252174,-15.747826000000003,35.480808999999994,-9.728069199999997,11.850027768192206,9.320363806549063,155,214,30.640099999999997,6.640099999999997
RFPL,2017,15,Tosno,30,6,6,18,23,54,24,22.1738805,-0.8261195000000008,20.665331499999997,38.772352000000005,-15.227647999999995,31.229603,-10.5642715,13.251391801046973,8.577500267585995,146,224,30.587699999999998,6.587699999999998
RFPL,2017,16,SKA-Khabarovsk,30,2,7,21,16,55,13,18.010372099999998,2.010372099999998,16.5018231,55.725229,0.7252289999999988,51.953858999999994,-35.4520359,18.514983581615414,9.225374531223702,114,318,17.9077,4.907699999999998
RFPL,2018,1,Zenit St. Petersburg,30,20,4,6,57,29,64,49.460060799999994,-7.539939200000006,47.197238799999994,27.269833000000002,-1.730166999999998,25.007016,22.1902228,10.50568063183918,12.782172019072226,249,143,56.4712,-7.528799999999997
RFPL,2018,2,Lokomotiv Moscow,30,16,8,6,45,28,56,42.248142999999985,-2.7518570000000153,36.968219999999995,30.119536999999998,2.1195369999999976,26.348159999999996,10.62006,9.615045208883975,10.970671451200435,206,166,50.5806,-5.419400000000003
RFPL,2018,3,FC Krasnodar,30,16,8,6,55,23,56,51.335283000000004,-3.664716999999996,46.809623,29.1326028,6.132602800000001,27.6240458,19.185577199999997,7.143633548193164,17.711305343822605,320,176,54.8627,-1.1373000000000033
RFPL,2018,4,CSKA Moscow,30,14,9,7,46,23,51,44.575592,-1.4244079999999997,41.440223,25.912319999999998,2.9123199999999976,24.403775,17.036448000000004,9.983867258435726,13.459856796383972,331,172,53.622899999999994,2.6228999999999942
